Data;Produto;Região;Quantidade;Valor Unitário;Receita
13/10/2022;Suco;Oeste;993;64;63552
17/04/2023;Sabonete;Oeste;441;238;104958
26/10/2022;Suco;Sul;341;200;68200
09/08/2022;Shampoo;Oeste;385;142;54670
30/10/2022;Pasta de dente;Oeste;144;15;2160
30/08/2022;Shampoo;Leste;660;124;81840
17/01/2022;Shampoo;Leste;473;172;81356
27/02/2022;Pasta de dente;Leste;619;227;140513
14/12/2023;Sabonete;Oeste;380;224;85120
18/01/2022;Shampoo;Oeste;507;84;42588
13/02/2022;Shampoo;Leste;754;136;102544
13/07/2023;Suco;Oeste;914;13;11882
29/05/2023;Pasta de dente;Leste;41;73;2993
19/06/2023;Suco;Norte;664;193;128152
27/03/2023;Pasta de dente;Leste;997;157;156529
15/10/2022;Shampoo;Leste;679;80;54320
19/01/2022;Detergente;Leste;862;110;94820
08/12/2022;Detergente;Oeste;110;145;15950
14/03/2022;Sabonete;Sul;196;229;44884
03/11/2022;Detergente;Sul;429;30;12870
30/12/2023;Suco;Leste;365;179;65335
09/03/2023;Detergente;Norte;833;160;133280
03/03/2023;Pasta de dente;Norte;872;106;92432
30/06/2022;Pasta de dente;Oeste;579;116;67164
17/01/2023;Sabonete;Oeste;518;190;98420
28/05/2023;Suco;Leste;642;219;140598
11/02/2022;Pasta de dente;Leste;350;111;38850
03/08/2023;Shampoo;Norte;931;192;178752
27/09/2022;Shampoo;Norte;107;126;13482
14/06/2023;Suco;Sul;209;113;23617
13/03/2022;Suco;Norte;286;248;70928
26/12/2023;Suco;Sul;231;70;16170
30/01/2023;Pasta de dente;Norte;926;169;156494
10/01/2022;Suco;Oeste;607;95;57665
19/04/2022;Suco;Sul;333;199;66267
04/12/2023;Sabonete;Norte;238;229;54502
25/05/2022;Shampoo;Leste;686;39;26754
18/11/2022;Sabonete;Sul;511;245;125195
06/05/2023;Pasta de dente;Leste;139;188;26132
13/02/2022;Detergente;Norte;307;138;42366
28/03/2023;Maionese;Leste;610;183;111630
30/08/2023;Suco;Oeste;287;151;43337
02/07/2023;Shampoo;Norte;989;13;12857
21/10/2023;Detergente;Norte;339;250;84750
17/08/2022;Suco;Sul;923;65;59995
05/05/2023;Detergente;Norte;901;75;67575
16/07/2022;Suco;Norte;79;243;19197
25/09/2022;Detergente;Leste;314;41;12874
12/10/2022;Shampoo;Norte;431;222;95682
30/07/2022;Suco;Leste;695;102;70890
04/04/2022;Suco;Oeste;432;164;70848
18/04/2022;Shampoo;Norte;759;38;28842
12/07/2023;Sabonete;Sul;68;8;544
21/10/2023;Maionese;Sul;711;103;73233
26/12/2023;Detergente;Leste;682;18;12276
09/02/2022;Sabonete;Sul;701;223;156323
23/04/2023;Suco;Leste;929;242;224818
05/01/2022;Detergente;Leste;939;183;171837
12/09/2022;Shampoo;Sul;617;129;79593
14/12/2023;Suco;Leste;624;223;139152
12/06/2022;Shampoo;Oeste;945;83;78435
06/03/2023;Pasta de dente;Sul;30;33;990
25/05/2022;Pasta de dente;Leste;911;62;56482
21/07/2022;Shampoo;Sul;812;148;120176
07/09/2022;Shampoo;Oeste;685;23;15755
16/04/2023;Pasta de dente;Sul;336;216;72576
12/04/2023;Maionese;Leste;502;1;502
19/05/2023;Detergente;Norte;174;165;28710
02/11/2023;Suco;Leste;945;200;189000
19/07/2023;Detergente;Sul;251;20;5020
08/11/2023;Suco;Sul;601;64;38464
06/11/2022;Maionese;Norte;751;240;180240
19/02/2022;Sabonete;Oeste;805;84;67620
30/04/2023;Pasta de dente;Sul;848;140;118720
18/05/2023;Sabonete;Leste;926;27;25002
28/11/2022;Shampoo;Norte;751;30;22530
09/06/2022;Detergente;Leste;175;202;35350
01/09/2023;Maionese;Leste;876;218;190968
28/12/2023;Pasta de dente;Norte;265;155;41075
12/04/2023;Maionese;Oeste;103;212;21836
02/03/2022;Sabonete;Leste;829;97;80413
21/02/2023;Suco;Oeste;939;20;18780
21/08/2023;Pasta de dente;Norte;682;13;8866
10/01/2023;Shampoo;Sul;937;154;144298
17/10/2022;Suco;Oeste;691;212;146492
11/09/2022;Suco;Sul;908;113;102604
09/09/2022;Pasta de dente;Sul;215;109;23435
30/12/2023;Detergente;Oeste;149;219;32631
18/11/2022;Maionese;Norte;741;34;25194
28/05/2023;Shampoo;Norte;656;22;14432
07/11/2023;Suco;Oeste;399;157;62643
10/06/2022;Detergente;Norte;42;210;8820
30/04/2022;Detergente;Norte;679;233;158207
27/02/2023;Suco;Norte;30;34;1020
20/10/2023;Shampoo;Norte;222;206;45732
13/07/2023;Sabonete;Norte;379;32;12128
05/02/2022;Pasta de dente;Oeste;490;251;122990
12/11/2022;Maionese;Leste;832;43;35776
27/02/2023;Pasta de dente;Sul;706;218;153908
16/12/2023;Suco;Leste;645;74;47730
23/07/2023;Detergente;Norte;641;236;151276
14/08/2022;Maionese;Oeste;700;129;90300
27/04/2022;Suco;Sul;892;217;193564
02/09/2023;Suco;Sul;394;22;8668
27/03/2023;Detergente;Norte;749;134;100366
10/02/2023;Suco;Sul;875;241;210875
30/09/2023;Suco;Norte;97;63;6111
05/10/2023;Suco;Oeste;312;73;22776
31/01/2023;Sabonete;Oeste;394;12;4728
28/05/2022;Detergente;Leste;681;74;50394
14/03/2023;Pasta de dente;Leste;220;68;14960
18/12/2023;Sabonete;Norte;578;89;51442
04/11/2023;Sabonete;Oeste;363;239;86757
31/05/2022;Shampoo;Norte;849;246;208854
19/06/2022;Shampoo;Sul;421;21;8841
05/07/2023;Pasta de dente;Leste;627;245;153615
02/11/2022;Suco;Oeste;700;156;109200
24/04/2023;Maionese;Norte;476;192;91392
14/03/2023;Shampoo;Norte;7;214;1498
27/12/2023;Maionese;Leste;177;215;38055
12/07/2022;Detergente;Leste;481;82;39442
29/12/2022;Detergente;Sul;190;56;10640
09/04/2023;Detergente;Oeste;842;28;23576
30/11/2022;Sabonete;Oeste;413;234;96642
29/06/2023;Shampoo;Norte;467;189;88263
17/08/2022;Detergente;Leste;485;137;66445
16/09/2022;Detergente;Oeste;410;117;47970
09/07/2022;Maionese;Norte;800;185;148000
19/06/2022;Shampoo;Oeste;866;98;84868
16/09/2023;Maionese;Leste;192;22;4224
18/11/2023;Shampoo;Sul;916;40;36640
18/10/2023;Suco;Oeste;173;202;34946
31/08/2022;Pasta de dente;Leste;108;152;16416
23/09/2022;Detergente;Sul;228;17;3876
03/10/2023;Suco;Sul;113;81;9153
23/03/2023;Pasta de dente;Oeste;798;109;86982
05/12/2022;Detergente;Leste;518;82;42476
05/03/2022;Suco;Oeste;321;238;76398
09/10/2022;Pasta de dente;Sul;943;111;104673
14/03/2023;Suco;Norte;291;137;39867
04/02/2022;Maionese;Leste;957;94;89958
08/09/2023;Shampoo;Oeste;940;209;196460
27/08/2022;Pasta de dente;Leste;567;1;567
20/07/2022;Detergente;Oeste;148;62;9176
19/10/2023;Shampoo;Norte;71;6;426
19/04/2023;Shampoo;Leste;695;31;21545
26/11/2022;Maionese;Oeste;896;242;216832
26/04/2023;Pasta de dente;Sul;29;99;2871
11/01/2022;Suco;Oeste;253;153;38709
13/05/2022;Suco;Norte;289;3;867
11/03/2023;Shampoo;Norte;883;39;34437
16/08/2022;Sabonete;Norte;686;131;89866
16/09/2022;Suco;Norte;734;181;132854
06/11/2022;Pasta de dente;Sul;494;198;97812
19/08/2022;Pasta de dente;Sul;293;12;3516
05/11/2022;Maionese;Oeste;655;140;91700
05/10/2023;Maionese;Norte;998;55;54890
20/08/2023;Shampoo;Sul;933;215;200595
07/12/2022;Detergente;Oeste;159;27;4293
10/01/2023;Detergente;Oeste;156;86;13416
09/01/2023;Sabonete;Leste;807;213;171891
29/08/2022;Shampoo;Oeste;604;214;129256
27/08/2022;Suco;Leste;103;110;11330
19/05/2022;Shampoo;Oeste;374;32;11968
20/03/2023;Shampoo;Leste;443;212;93916
03/06/2023;Sabonete;Oeste;522;226;117972
26/06/2023;Detergente;Oeste;719;232;166808
12/05/2023;Detergente;Sul;921;61;56181
24/10/2022;Maionese;Oeste;812;234;190008
07/12/2022;Detergente;Norte;700;137;95900
27/04/2022;Suco;Oeste;58;119;6902
28/05/2023;Maionese;Leste;313;39;12207
03/11/2023;Maionese;Norte;315;229;72135
06/06/2022;Detergente;Leste;880;141;124080
13/07/2022;Pasta de dente;Oeste;197;148;29156
22/05/2023;Detergente;Sul;523;2;1046
22/12/2023;Maionese;Sul;66;56;3696
20/06/2023;Detergente;Leste;274;59;16166
03/01/2022;Detergente;Oeste;614;53;32542
30/12/2022;Pasta de dente;Norte;717;27;19359
22/07/2023;Sabonete;Oeste;55;32;1760
22/09/2022;Detergente;Norte;171;122;20862
01/10/2022;Pasta de dente;Oeste;114;11;1254
14/03/2022;Maionese;Oeste;823;109;89707
11/12/2022;Maionese;Oeste;396;236;93456
14/01/2023;Sabonete;Norte;371;21;7791
08/10/2022;Suco;Norte;222;215;47730
14/10/2023;Sabonete;Sul;580;27;15660
24/02/2023;Suco;Oeste;21;247;5187
10/11/2023;Suco;Oeste;54;183;9882
17/02/2023;Detergente;Sul;635;244;154940
28/01/2022;Detergente;Oeste;250;204;51000
04/08/2023;Suco;Oeste;471;88;41448
02/11/2023;Pasta de dente;Leste;85;201;17085
06/04/2022;Pasta de dente;Sul;660;42;27720
31/10/2022;Detergente;Norte;807;178;143646
24/04/2022;Suco;Oeste;425;190;80750
12/10/2022;Sabonete;Leste;700;16;11200
04/06/2023;Pasta de dente;Sul;435;18;7830
10/04/2022;Sabonete;Leste;42;221;9282
05/03/2022;Suco;Leste;278;204;56712
24/08/2022;Maionese;Oeste;532;110;58520
30/06/2023;Sabonete;Leste;458;162;74196
09/04/2022;Suco;Sul;955;162;154710
10/04/2023;Suco;Norte;253;69;17457
21/10/2022;Detergente;Sul;331;223;73813
10/10/2022;Shampoo;Sul;781;94;73414
17/04/2023;Sabonete;Sul;559;160;89440
30/03/2023;Maionese;Leste;475;206;97850
11/03/2022;Detergente;Leste;837;106;88722
17/07/2023;Pasta de dente;Leste;269;27;7263
18/08/2023;Shampoo;Norte;813;44;35772
27/11/2023;Detergente;Oeste;983;184;180872
04/05/2022;Detergente;Leste;969;187;181203
22/05/2022;Suco;Oeste;388;75;29100
23/09/2023;Maionese;Norte;457;109;49813
17/04/2023;Pasta de dente;Leste;315;22;6930
02/11/2023;Maionese;Leste;289;152;43928
05/12/2022;Pasta de dente;Oeste;932;71;66172
10/10/2023;Detergente;Sul;974;72;70128
04/10/2022;Shampoo;Leste;75;149;11175
20/03/2022;Suco;Sul;854;65;55510
15/05/2023;Maionese;Oeste;585;180;105300
01/03/2022;Sabonete;Leste;870;132;114840
06/10/2023;Sabonete;Leste;594;150;89100
26/03/2022;Pasta de dente;Leste;180;236;42480
22/05/2023;Detergente;Sul;331;178;58918
01/03/2023;Maionese;Norte;551;212;116812
13/11/2023;Sabonete;Norte;636;128;81408
28/11/2023;Suco;Sul;12;111;1332
19/03/2023;Sabonete;Norte;896;187;167552
08/02/2023;Detergente;Sul;275;64;17600
31/10/2023;Shampoo;Leste;56;142;7952
13/12/2023;Suco;Sul;326;156;50856
16/12/2023;Detergente;Oeste;856;177;151512
04/11/2023;Pasta de dente;Oeste;632;209;132088
30/04/2022;Suco;Leste;166;37;6142
29/07/2022;Pasta de dente;Sul;234;234;54756
26/02/2023;Shampoo;Norte;172;64;11008
14/07/2023;Maionese;Norte;44;41;1804
06/11/2023;Pasta de dente;Sul;236;174;41064
18/10/2022;Pasta de dente;Leste;320;8;2560
13/08/2023;Pasta de dente;Norte;865;174;150510
30/05/2022;Detergente;Oeste;520;143;74360
08/07/2022;Maionese;Norte;931;99;92169
17/08/2023;Sabonete;Leste;623;224;139552
07/05/2022;Shampoo;Oeste;964;150;144600
18/10/2022;Sabonete;Oeste;9;33;297
04/07/2022;Maionese;Norte;329;92;30268
21/03/2022;Shampoo;Norte;357;147;52479
08/02/2022;Shampoo;Leste;462;92;42504
11/09/2023;Maionese;Sul;320;203;64960
01/02/2023;Shampoo;Norte;504;242;121968
21/04/2022;Sabonete;Leste;950;84;79800
16/05/2023;Sabonete;Leste;322;210;67620
12/07/2023;Sabonete;Leste;282;57;16074
15/07/2023;Suco;Leste;269;75;20175
14/01/2023;Sabonete;Oeste;750;7;5250
29/04/2022;Detergente;Sul;432;120;51840
18/06/2023;Maionese;Norte;6;7;42
05/06/2023;Suco;Norte;922;6;5532
25/11/2023;Detergente;Sul;158;145;22910
19/01/2022;Suco;Oeste;708;163;115404
30/08/2022;Shampoo;Sul;229;81;18549
05/04/2022;Sabonete;Leste;372;148;55056
14/01/2023;Sabonete;Oeste;713;149;106237
27/09/2023;Pasta de dente;Leste;707;102;72114
01/10/2023;Suco;Norte;90;10;900
18/08/2022;Detergente;Oeste;598;103;61594
29/10/2022;Detergente;Sul;406;240;97440
12/06/2022;Detergente;Leste;523;201;105123
15/04/2022;Maionese;Oeste;488;76;37088
26/10/2023;Shampoo;Sul;833;136;113288
14/04/2022;Suco;Oeste;153;223;34119
02/07/2023;Maionese;Oeste;556;147;81732
03/10/2022;Detergente;Leste;270;3;810
30/06/2022;Maionese;Sul;513;61;31293
07/01/2023;Detergente;Norte;36;117;4212
17/12/2023;Maionese;Norte;961;112;107632
13/02/2023;Pasta de dente;Leste;947;28;26516
10/10/2022;Detergente;Oeste;996;5;4980
29/11/2023;Pasta de dente;Norte;306;19;5814
15/08/2022;Pasta de dente;Sul;116;39;4524
25/08/2022;Maionese;Leste;88;244;21472
24/05/2023;Suco;Sul;382;238;90916
29/05/2022;Detergente;Leste;313;213;66669
13/02/2022;Maionese;Norte;108;220;23760
30/07/2022;Sabonete;Oeste;106;155;16430
25/11/2023;Shampoo;Oeste;128;175;22400
14/12/2022;Pasta de dente;Oeste;650;195;126750
12/04/2022;Detergente;Leste;45;134;6030
26/11/2022;Shampoo;Sul;759;221;167739
21/04/2022;Sabonete;Norte;992;49;48608
16/01/2023;Shampoo;Norte;684;200;136800
22/12/2022;Sabonete;Norte;95;90;8550
25/10/2022;Detergente;Norte;45;251;11295
25/02/2023;Shampoo;Oeste;269;177;47613
11/08/2023;Detergente;Norte;201;237;47637
06/10/2022;Maionese;Norte;631;205;129355
10/06/2023;Pasta de dente;Leste;526;182;95732
01/04/2022;Shampoo;Leste;904;186;168144
12/08/2023;Pasta de dente;Sul;914;191;174574
25/09/2022;Pasta de dente;Oeste;253;60;15180
15/09/2022;Maionese;Leste;266;116;30856
16/02/2023;Pasta de dente;Leste;489;26;12714
23/10/2022;Sabonete;Oeste;974;159;154866
11/03/2022;Detergente;Sul;519;32;16608
25/06/2023;Shampoo;Leste;53;46;2438
28/06/2023;Suco;Norte;982;242;237644
24/05/2022;Maionese;Leste;145;74;10730
24/02/2022;Maionese;Sul;944;71;67024
04/05/2023;Shampoo;Norte;407;222;90354
18/11/2023;Detergente;Leste;349;146;50954
05/02/2022;Pasta de dente;Norte;4;3;12
16/09/2022;Sabonete;Norte;597;210;125370
13/06/2023;Sabonete;Oeste;551;25;13775
28/10/2023;Sabonete;Norte;402;91;36582
24/07/2023;Shampoo;Norte;120;146;17520
21/12/2022;Detergente;Oeste;202;111;22422
12/07/2022;Maionese;Sul;935;106;99110
18/02/2022;Suco;Oeste;574;246;141204
09/02/2022;Suco;Oeste;909;95;86355
29/09/2023;Sabonete;Leste;395;36;14220
10/03/2023;Pasta de dente;Leste;122;21;2562
29/06/2023;Maionese;Sul;960;1;960
22/05/2022;Shampoo;Norte;441;40;17640
13/06/2023;Detergente;Norte;254;102;25908
11/05/2023;Shampoo;Sul;299;7;2093
23/01/2023;Suco;Leste;239;211;50429
30/09/2022;Pasta de dente;Sul;501;176;88176
12/01/2022;Detergente;Oeste;938;89;83482
01/03/2022;Detergente;Sul;838;123;103074
18/02/2023;Detergente;Sul;148;192;28416
03/05/2022;Sabonete;Oeste;335;71;23785
12/02/2022;Detergente;Sul;208;152;31616
08/05/2022;Suco;Leste;106;26;2756
10/07/2022;Shampoo;Leste;813;195;158535
07/11/2022;Maionese;Leste;429;179;76791
26/04/2022;Shampoo;Oeste;220;2;440
07/05/2023;Sabonete;Sul;497;71;35287
07/10/2022;Suco;Leste;783;140;109620
09/12/2023;Sabonete;Norte;418;8;3344
07/01/2022;Suco;Norte;956;7;6692
26/08/2023;Pasta de dente;Oeste;339;173;58647
16/08/2022;Suco;Norte;290;173;50170
28/11/2022;Sabonete;Sul;622;235;146170
18/11/2022;Suco;Sul;449;184;82616
02/04/2022;Maionese;Sul;297;214;63558
28/07/2022;Suco;Leste;396;95;37620
01/02/2022;Suco;Leste;73;93;6789
27/11/2023;Suco;Norte;448;36;16128
12/12/2022;Shampoo;Norte;423;195;82485
19/07/2022;Shampoo;Norte;295;105;30975
08/06/2023;Pasta de dente;Norte;965;233;224845
17/07/2023;Maionese;Norte;974;112;109088
28/03/2023;Sabonete;Sul;163;174;28362
14/10/2023;Maionese;Norte;457;62;28334
20/12/2022;Sabonete;Sul;11;42;462
01/07/2023;Sabonete;Oeste;534;253;135102
12/05/2022;Shampoo;Sul;871;96;83616
25/01/2022;Detergente;Leste;160;103;16480
04/07/2022;Pasta de dente;Oeste;780;161;125580
27/11/2023;Sabonete;Sul;833;135;112455
04/07/2022;Pasta de dente;Sul;557;53;29521
31/08/2022;Sabonete;Sul;546;72;39312
22/12/2022;Pasta de dente;Oeste;786;170;133620
22/10/2023;Pasta de dente;Oeste;927;78;72306
18/03/2022;Maionese;Oeste;780;18;14040
16/02/2022;Detergente;Norte;693;185;128205
25/10/2022;Maionese;Leste;615;42;25830
02/04/2023;Suco;Norte;887;73;64751
03/09/2022;Maionese;Sul;786;109;85674
05/02/2023;Sabonete;Sul;166;201;33366
12/11/2022;Pasta de dente;Norte;841;250;210250
17/01/2023;Shampoo;Sul;989;241;238349
04/10/2022;Detergente;Norte;413;132;54516
22/08/2022;Suco;Norte;487;216;105192
19/11/2022;Pasta de dente;Norte;23;99;2277
23/01/2023;Shampoo;Leste;387;45;17415
09/09/2022;Detergente;Norte;970;70;67900
08/01/2023;Shampoo;Oeste;569;13;7397
12/04/2023;Sabonete;Oeste;373;92;34316
09/03/2023;Pasta de dente;Norte;877;131;114887
20/12/2022;Maionese;Norte;104;55;5720
29/03/2022;Suco;Oeste;475;177;84075
01/02/2022;Suco;Sul;952;17;16184
25/04/2023;Detergente;Sul;528;164;86592
10/05/2022;Sabonete;Sul;90;147;13230
03/07/2023;Pasta de dente;Norte;825;174;143550
12/06/2023;Shampoo;Norte;22;203;4466
08/03/2022;Maionese;Oeste;508;94;47752
20/04/2022;Shampoo;Norte;95;105;9975
30/06/2022;Sabonete;Norte;123;253;31119
15/10/2023;Detergente;Norte;179;37;6623
02/05/2023;Pasta de dente;Oeste;633;240;151920
04/08/2022;Sabonete;Leste;111;65;7215
12/01/2023;Pasta de dente;Norte;286;131;37466
12/10/2022;Maionese;Oeste;138;161;22218
18/01/2022;Suco;Oeste;454;122;55388
03/01/2023;Pasta de dente;Leste;895;30;26850
20/08/2023;Suco;Oeste;860;185;159100
18/01/2022;Sabonete;Sul;144;135;19440
20/03/2023;Sabonete;Norte;560;89;49840
26/05/2022;Pasta de dente;Oeste;749;157;117593
07/01/2023;Suco;Oeste;471;117;55107
12/09/2023;Pasta de dente;Leste;240;190;45600
10/04/2022;Detergente;Sul;861;139;119679
10/08/2022;Suco;Oeste;454;188;85352
02/02/2023;Maionese;Sul;561;200;112200
13/03/2023;Suco;Oeste;580;207;120060
21/07/2023;Maionese;Norte;197;183;36051
06/02/2023;Suco;Leste;183;161;29463
21/02/2022;Sabonete;Oeste;204;192;39168
16/04/2023;Shampoo;Oeste;592;206;121952
23/03/2023;Maionese;Norte;473;226;106898
27/08/2022;Suco;Leste;997;198;197406
20/02/2022;Maionese;Oeste;23;171;3933
29/05/2022;Shampoo;Oeste;242;234;56628
06/11/2022;Detergente;Oeste;904;128;115712
25/08/2023;Shampoo;Leste;568;4;2272
26/12/2022;Maionese;Leste;345;132;45540
01/07/2023;Maionese;Oeste;143;213;30459
05/02/2023;Detergente;Norte;824;110;90640
01/01/2022;Suco;Leste;706;143;100958
12/01/2023;Detergente;Sul;504;94;47376
30/08/2022;Sabonete;Sul;76;221;16796
06/04/2022;Maionese;Sul;347;187;64889
30/10/2022;Sabonete;Oeste;325;232;75400
24/08/2023;Sabonete;Leste;315;104;32760
11/09/2023;Sabonete;Sul;435;62;26970
19/04/2022;Maionese;Sul;843;3;2529
06/01/2022;Pasta de dente;Sul;532;76;40432
01/04/2023;Shampoo;Norte;900;222;199800
31/03/2022;Maionese;Sul;541;5;2705
13/05/2022;Sabonete;Oeste;692;3;2076
07/02/2023;Sabonete;Norte;878;198;173844
18/08/2022;Maionese;Leste;296;216;63936
26/07/2022;Shampoo;Norte;898;142;127516
20/01/2023;Detergente;Sul;111;92;10212
02/11/2022;Maionese;Oeste;837;221;184977
18/03/2023;Suco;Sul;345;114;39330
29/08/2023;Detergente;Sul;235;120;28200
17/07/2022;Suco;Leste;136;23;3128
15/05/2022;Shampoo;Leste;432;123;53136
26/08/2023;Sabonete;Leste;353;221;78013
12/08/2022;Pasta de dente;Sul;641;126;80766
03/06/2022;Detergente;Norte;671;75;50325
12/04/2022;Pasta de dente;Leste;132;19;2508
15/05/2022;Detergente;Sul;390;103;40170
30/04/2023;Maionese;Leste;244;219;53436
21/05/2022;Suco;Oeste;228;154;35112
09/11/2023;Maionese;Sul;320;235;75200
16/05/2022;Maionese;Sul;794;234;185796
10/04/2023;Maionese;Norte;288;206;59328
08/08/2022;Pasta de dente;Sul;354;207;73278
28/11/2022;Suco;Sul;380;223;84740
04/11/2022;Sabonete;Oeste;409;214;87526
19/03/2022;Detergente;Norte;617;45;27765
21/08/2023;Shampoo;Oeste;484;248;120032
07/01/2023;Detergente;Norte;483;197;95151
12/11/2023;Maionese;Leste;657;250;164250
12/07/2023;Suco;Sul;582;111;64602
23/11/2022;Sabonete;Norte;91;23;2093
16/07/2023;Shampoo;Norte;494;183;90402
09/07/2022;Pasta de dente;Oeste;22;110;2420
23/06/2023;Detergente;Leste;934;83;77522
07/04/2022;Suco;Norte;534;205;109470
05/08/2023;Sabonete;Oeste;906;112;101472
12/06/2022;Maionese;Sul;520;251;130520
09/10/2022;Detergente;Norte;708;74;52392
12/09/2022;Suco;Leste;501;231;115731
27/04/2023;Maionese;Oeste;38;223;8474
07/07/2022;Shampoo;Oeste;357;56;19992
07/02/2023;Detergente;Oeste;670;91;60970
21/01/2023;Pasta de dente;Norte;750;21;15750
27/05/2022;Suco;Leste;343;113;38759
12/09/2022;Detergente;Sul;78;69;5382
10/04/2022;Suco;Leste;339;185;62715
01/07/2023;Detergente;Leste;631;161;101591
29/04/2022;Maionese;Oeste;586;33;19338
29/03/2023;Suco;Norte;86;64;5504
21/03/2022;Suco;Norte;738;10;7380
11/05/2022;Maionese;Sul;606;98;59388
16/11/2022;Detergente;Norte;234;19;4446
12/01/2023;Maionese;Oeste;939;184;172776
05/12/2022;Pasta de dente;Leste;62;123;7626
21/09/2023;Maionese;Sul;508;53;26924
05/04/2022;Maionese;Norte;701;134;93934
31/01/2023;Suco;Norte;250;96;24000
03/12/2023;Detergente;Oeste;52;209;10868
28/08/2022;Pasta de dente;Leste;408;10;4080
25/02/2023;Pasta de dente;Oeste;860;167;143620
06/06/2023;Maionese;Oeste;907;197;178679
14/08/2023;Detergente;Sul;205;83;17015
04/11/2023;Shampoo;Oeste;281;52;14612
13/04/2022;Sabonete;Sul;793;170;134810
01/07/2023;Shampoo;Sul;316;13;4108
21/06/2023;Detergente;Oeste;665;221;146965
19/12/2023;Suco;Leste;668;107;71476
08/08/2023;Suco;Oeste;367;217;79639
03/06/2022;Shampoo;Norte;723;220;159060
02/05/2022;Sabonete;Leste;606;105;63630
27/10/2023;Pasta de dente;Norte;813;161;130893
16/02/2023;Suco;Leste;273;31;8463
19/02/2022;Maionese;Norte;134;152;20368
12/04/2022;Detergente;Oeste;754;35;26390
27/09/2022;Pasta de dente;Sul;501;117;58617
19/01/2023;Shampoo;Leste;972;171;166212
02/11/2022;Suco;Oeste;902;130;117260
24/06/2023;Suco;Norte;903;220;198660
04/10/2023;Maionese;Oeste;693;64;44352
28/06/2022;Pasta de dente;Oeste;963;102;98226
18/03/2023;Shampoo;Leste;583;48;27984
21/08/2022;Shampoo;Leste;782;242;189244
06/09/2023;Sabonete;Sul;549;15;8235
02/12/2023;Suco;Sul;193;54;10422
23/03/2023;Maionese;Sul;179;161;28819
04/08/2022;Pasta de dente;Norte;944;106;100064
18/10/2023;Shampoo;Sul;833;77;64141
25/09/2022;Shampoo;Oeste;64;41;2624
20/01/2022;Sabonete;Sul;372;30;11160
14/12/2022;Pasta de dente;Oeste;491;111;54501
27/05/2023;Sabonete;Oeste;700;5;3500
03/07/2022;Maionese;Leste;780;39;30420
19/06/2022;Pasta de dente;Norte;817;120;98040
04/12/2023;Sabonete;Oeste;794;220;174680
06/10/2023;Shampoo;Oeste;773;14;10822
20/10/2022;Shampoo;Sul;446;9;4014
23/05/2023;Sabonete;Leste;967;211;204037
14/03/2022;Detergente;Sul;636;16;10176
20/06/2022;Pasta de dente;Oeste;78;25;1950
22/05/2023;Pasta de dente;Leste;534;48;25632
19/08/2023;Pasta de dente;Sul;799;3;2397
02/09/2022;Pasta de dente;Sul;27;78;2106
20/03/2022;Shampoo;Norte;998;78;77844
24/02/2023;Pasta de dente;Oeste;660;244;161040
02/10/2023;Pasta de dente;Norte;559;134;74906
10/06/2023;Suco;Norte;513;198;101574
07/07/2023;Shampoo;Sul;244;244;59536
07/04/2023;Detergente;Leste;754;32;24128
19/11/2023;Pasta de dente;Oeste;379;8;3032
22/10/2023;Pasta de dente;Oeste;73;173;12629
04/03/2023;Shampoo;Leste;39;40;1560
07/12/2023;Maionese;Sul;53;131;6943
08/01/2022;Sabonete;Leste;606;97;58782
31/08/2023;Detergente;Leste;219;25;5475
20/12/2022;Sabonete;Oeste;104;95;9880
19/12/2022;Detergente;Norte;393;242;95106
02/08/2022;Pasta de dente;Oeste;697;39;27183
03/07/2022;Shampoo;Norte;65;238;15470
10/10/2023;Shampoo;Leste;239;107;25573
20/08/2023;Suco;Leste;75;44;3300
18/06/2022;Shampoo;Leste;75;166;12450
20/05/2022;Detergente;Sul;301;147;44247
28/04/2022;Sabonete;Oeste;716;185;132460
30/08/2022;Sabonete;Oeste;614;163;100082
11/01/2022;Maionese;Leste;929;196;182084
30/09/2022;Pasta de dente;Oeste;573;114;65322
08/01/2023;Shampoo;Sul;196;43;8428
03/04/2023;Detergente;Norte;574;180;103320
17/11/2022;Detergente;Oeste;691;172;118852
13/09/2022;Maionese;Oeste;375;67;25125
28/10/2023;Maionese;Sul;537;47;25239
29/12/2022;Maionese;Norte;832;173;143936
28/04/2022;Suco;Leste;106;28;2968
12/02/2023;Shampoo;Oeste;336;230;77280
28/12/2022;Suco;Leste;293;129;37797
14/01/2023;Suco;Sul;842;10;8420
16/04/2023;Detergente;Leste;844;105;88620
22/08/2022;Sabonete;Sul;10;209;2090
01/07/2023;Shampoo;Norte;353;246;86838
28/02/2023;Suco;Norte;405;162;65610
21/11/2023;Shampoo;Oeste;785;3;2355
30/06/2022;Maionese;Sul;9;137;1233
02/11/2022;Detergente;Leste;820;70;57400
28/12/2023;Sabonete;Leste;424;65;27560
15/06/2023;Detergente;Sul;777;79;61383
15/01/2022;Shampoo;Oeste;305;150;45750
31/05/2022;Pasta de dente;Oeste;715;105;75075
05/07/2023;Maionese;Norte;841;105;88305
05/06/2022;Shampoo;Norte;594;165;98010
26/05/2023;Maionese;Leste;86;237;20382
08/09/2022;Shampoo;Sul;250;102;25500
05/07/2022;Suco;Norte;210;166;34860
18/01/2023;Pasta de dente;Leste;498;216;107568
